CAS #,substance name,plant name,temperature,compartment,half life[day],target class,chemical class,plant class,compartment class,SMILES,cold storage,logKow,MW(g/mol),Polar Surface Area (A2),chiral center atom,Stereochemical configuration
52918-63-5,deltamethrin,orange,21.6,fruit,2.6,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,orange,21.6,fruit,2.9,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,passion fruit,24.3,fruit,4.4,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,peach,23.5,fruit,3,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,peach,23.5,fruit,5,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,pepper fruit,20.5,fruit,0.29,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,pepper fruit,20.5,fruit,1.23,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,plum,20,fruit,5,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,red raspberry,20,fruit,11,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,strawberry,16.8,fruit,7,insecticide,pyrethroid,fruits,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,tomato,25,fruit,1.4,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,tomato,25,fruit,1.8,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,tomato,25,fruit,7,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,tomato,25,fruit,10,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,zucchini,15.9,fruit,0.36,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
52918-63-5,deltamethrin,zucchini,15.9,fruit,0.61,insecticide,pyrethroid,vegetables,crop (interior),CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,,6.2,505.21,59.32,C,RRS
8065-48-3,demeton,chickpea,17.9,fruit,5,insecticide,organophosphate,vegetables,crop (interior),CCOP(=O)(OCC)SCCSCC.CCOP(=S)(OCC)OCCSCC,,5.05,258.34,35.53,C,mixed
80060-09-9,diafenthiuron,cardamom,24.3,fruit,1.66,insecticide,thiourea,cereals,crop (interior),CC(C)C1=CC(=CC(=C1NC(=S)NC(C)(C)C)C(C)C)OC2=CC=CC=C2  ,,6,384.6,65.4,-,-
80060-09-9,diafenthiuron,cardamom,24.3,fruit,2.78,insecticide,thiourea,cereals,crop (interior),CC(C)C1=CC(=CC(=C1NC(=S)NC(C)(C)C)C(C)C)OC2=CC=CC=C2  ,,6,384.6,65.4,-,-
80060-09-9,diafenthiuron,cardamom,24.3,fruit,2.88,insecticide,thiourea,cereals,crop (interior),CC(C)C1=CC(=CC(=C1NC(=S)NC(C)(C)C)C(C)C)OC2=CC=CC=C2  ,,6,384.6,65.4,-,-
80060-09-9,diafenthiuron,cardamom,24.3,fruit,3.68,insecticide,thiourea,cereals,crop (interior),CC(C)C1=CC(=CC(=C1NC(=S)NC(C)(C)C)C(C)C)OC2=CC=CC=C2  ,,6,384.6,65.4,-,-
10311-84-9,dialifos,grape,23,fruit,9,insecticide,organophosphate,fruits,crop (interior),CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,,3.8,393.8,113,P,-
10311-84-9,dialifos,grape,23,fruit,12,insecticide,organophosphate,fruits,crop (interior),CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,,3.8,393.8,113,P,-
10311-84-9,dialifos,grape,23,fruit,13,insecticide,organophosphate,fruits,crop (interior),CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,,3.8,393.8,113,P,-
10311-84-9,dialifos,grape,23,fruit,15,insecticide,organophosphate,fruits,crop (interior),CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,,3.8,393.8,113,P,-
10311-84-9,dialifos,lemon,27.2,fruit,60,insecticide,organophosphate,fruits,crop (interior),CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,,3.8,393.8,113,P,-
10311-84-9,dialifos,lemon,27.2,fruit,80,insecticide,organophosphate,fruits,crop (interior),CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,,3.8,393.8,113,P,-
10311-84-9,dialifos,orange,21.6,fruit,40,insecticide,organophosphate,fruits,crop (interior),CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,,3.8,393.8,113,P,-
10311-84-9,dialifos,orange,21.6,fruit,60,insecticide,organophosphate,fruits,crop (interior),CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,,3.8,393.8,113,P,-
333-41-5,diazinon,olive,15.5,fruit,9.6,insecticide,organophosphate,fruits,crop (interior),CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,,3.8,304.35,53.47,P,-
333-41-5,diazinon,peach,23.5,fruit,5.2,insecticide,organophosphate,fruits,crop (interior),CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,,3.8,304.35,53.47,P,-
333-41-5,diazinon,tomato,25,fruit,1.14,insecticide,organophosphate,vegetables,crop (interior),CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,,3.8,304.35,53.47,P,-
333-41-5,diazinon,tomato,25,fruit,6.5,insecticide,organophosphate,vegetables,crop (interior),CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,,3.8,304.35,53.47,P,-
1085-98-9,dichlofluanid,grape,23,fruit,21,fungicide,sulphamide,fruits,crop (interior),CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl,,3.6,333.24,40.62,-,-
1085-98-9,dichlofluanid,grape,23,fruit,25.67,fungicide,sulphamide,fruits,crop (interior),CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl,,3.6,333.24,40.62,-,-
1085-98-9,dichlofluanid,grape,23,fruit,25.67,fungicide,sulphamide,fruits,crop (interior),CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl,,3.6,333.24,40.62,-,-
1085-98-9,dichlofluanid,strawberry,16.8,fruit,5,fungicide,sulphamide,fruits,crop (interior),CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl,,3.6,333.24,40.62,-,-
1085-98-9,dichlofluanid,strawberry,16.8,fruit,7,fungicide,sulphamide,fruits,crop (interior),CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl,,3.6,333.24,40.62,-,-
62-73-7,dichlorvos,apple,21.4,fruit,2.2,insecticide,organophosphate,fruits,crop (interior),COP(=O)(OC)OC=C(Cl)Cl,,1.4,220.98,44.76,-,-
62-73-7,dichlorvos,cauliflower,17.1,curd,2.09,insecticide,organophosphate,vegetables,crop (interior),COP(=O)(OC)OC=C(Cl)Cl,,1.4,220.98,44.76,-,-
62-73-7,dichlorvos,cucumber,19.6,fruit,3.48,insecticide,organophosphate,vegetables,crop (interior),COP(=O)(OC)OC=C(Cl)Cl,,1.4,220.98,44.76,-,-
115-32-2,dicofol,chilli,24.3,fruit,1.84,acaricide,organochlorine,vegetables,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,,4.3,370.49,20.23,P,mixed
115-32-2,dicofol,chilli,24.3,fruit,2.03,acaricide,organochlorine,vegetables,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,,4.3,370.49,20.23,P,mixed
115-32-2,dicofol,chilli,24.3,fruit,2.24,acaricide,organochlorine,vegetables,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,,4.3,370.49,20.23,P,mixed
115-32-2,dicofol,chilli,24.3,fruit,2.31,acaricide,organochlorine,vegetables,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,,4.3,370.49,20.23,P,mixed
115-32-2,dicofol,chilli,24.3,fruit,2.48,acaricide,organochlorine,vegetables,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,,4.3,370.49,20.23,P,mixed
115-32-2,dicofol,chilli,24.3,fruit,2.97,acaricide,organochlorine,vegetables,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,,4.3,370.49,20.23,P,mixed
115-32-2,dicofol,cucumber,19.6,fruit,1.4,acaricide,organochlorine,vegetables,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,,4.3,370.49,20.23,P,mixed
115-32-2,dicofol,cucumber,19.6,fruit,1.9,acaricide,organochlorine,vegetables,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,,4.3,370.49,20.23,P,mixed
115-32-2,dicofol,cucumber,19.6,fruit,5,acaricide,organochlorine,vegetables,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,,4.3,370.49,20.23,P,mixed
115-32-2,dicofol,lime,27.2,fruit,2.7,acaricide,organochlorine,fruits,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,,4.3,370.49,20.23,P,mixed
115-32-2,dicofol,lime,27.2,fruit,2.9,acaricide,organochlorine,fruits,crop (interior),C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,,4.3,370.49,20.23,P,mixed
60-57-1,dieldrin,lemon,27.2,fruit,60,insecticide,chlorinated hydrocarbon,fruits,crop (interior),C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,,3.7,380.91,12.53,C,-
60-57-1,dieldrin,orange,21.6,fruit,2,insecticide,chlorinated hydrocarbon,fruits,crop (interior),C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,,3.7,380.91,12.53,C,-
60-57-1,dieldrin,peach,23.5,fruit,8,insecticide,chlorinated hydrocarbon,fruits,crop (interior),C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,,3.7,380.91,12.53,C,-
119446-68-3,difenoconazole,apple,21.4,fruit,6.3,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,apple,21.4,fruit,10.2,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,apple,21.4,fruit,11.4,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,chilli,24.3,fruit,2.12,fungicide,triazole,vegetables,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,chilli,24.3,fruit,2.16,fungicide,triazole,vegetables,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,chilli,24.3,fruit,2.25,fungicide,triazole,vegetables,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,chilli,24.3,fruit,2.3,fungicide,triazole,vegetables,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,grape,23,fruit,4.4,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,grape,23,fruit,4.5,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,grape,23,fruit,5.1,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,grape,23,fruit,5.5,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,lemon,27.2,fruit,8.88,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,lemon,27.2,fruit,12.24,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,passion fruit,24.3,fruit,9.5,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,pear,22.4,fruit,5.66,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,pear,22.4,fruit,6.14,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,pear,22.4,fruit,6.47,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,pear,22.4,fruit,7.27,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,pomegranate,25.5,fruit,4,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,pomegranate,25.5,fruit,5.5,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,pomegranate,25.5,fruit,6,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,pomegranate,25.5,fruit,16,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,pomegranate,25.5,fruit,17.25,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,pomegranate,25.5,fruit,19.75,fungicide,triazole,fruits,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,tomato,25,fruit,3.3,fungicide,triazole,vegetables,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,tomato,25,fruit,3.3,fungicide,triazole,vegetables,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,tomato,25,fruit,3.3,fungicide,triazole,vegetables,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,tomato,25,fruit,3.3,fungicide,triazole,vegetables,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
119446-68-3,difenoconazole,tomato,25,fruit,3.8,fungicide,triazole,vegetables,crop (interior),CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,,4,406.27,58.4,C,RS
35367-38-5,diflubenzuron,pepper fruit,20.5,fruit,2.35,insecticide,benzoylurea,vegetables,crop (interior),C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,,3.9,310.69,58.2,-,-
35367-38-5,diflubenzuron,pepper fruit,20.5,fruit,7.56,insecticide,benzoylurea,vegetables,crop (interior),C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,,3.9,310.69,58.2,-,-
35367-38-5,diflubenzuron,zucchini,15.9,fruit,2.78,insecticide,benzoylurea,vegetables,crop (interior),C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,,3.9,310.69,58.2,-,-
60-51-5,dimethoate,apricot,21.3,fruit,9,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,chilli,24.3,fruit surface,1.94,insecticide,organophosphate,vegetables,crop surface,CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,chilli,24.3,fruit,4.2,insecticide,organophosphate,vegetables,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,chilli,24.3,fruit,4.4,insecticide,organophosphate,vegetables,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,chilli,24.3,fruit,4.7,insecticide,organophosphate,vegetables,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,cucumber,19.6,fruit,2.7,insecticide,organophosphate,vegetables,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,guava,27.2,fruit,2.8,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,guava,27.2,fruit,3.3,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,guava,27.2,fruit,5.47,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,guava,27.2,fruit,5.67,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,guava,27.2,fruit,6.69,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,guava,27.2,fruit,7.52,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,okra,29.3,fruit,5.21,insecticide,organophosphate,vegetables,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,olive,15.5,fruit,4.3,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,olive,15.5,fruit,6.13,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,peach,23.5,fruit,12,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,pomegranate,25.5,fruit,5,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,pomegranate,25.5,fruit,5.75,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,pomegranate,25.5,fruit,5.75,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,pomegranate,25.5,fruit,6.25,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,pomegranate,25.5,fruit,6.25,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,pomegranate,25.5,fruit,7,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,pomegranate,25.5,fruit,7,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,pomegranate,25.5,fruit,7.5,insecticide,organophosphate,fruits,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,snow pea,15.8,fruit,2.4,insecticide,organophosphate,vegetables,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
60-51-5,dimethoate,tomato,25,fruit,2.4,insecticide,organophosphate,vegetables,crop (interior),CNC(=O)CSP(=S)(OC)OC,,0.8,229.26,47.56,P,-
110488-70-5,dimethomorph,grape,23,fruit,12.9,fungicide,morpholine,fruits,crop (interior),COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,,3.9,387.86,48,C,R
110488-70-5,dimethomorph,pepper fruit,20.5,fruit,1.7,fungicide,morpholine,vegetables,crop (interior),COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,,3.9,387.86,48,C,R
110488-70-5,dimethomorph,pepper fruit,20.5,fruit,3.2,fungicide,morpholine,vegetables,crop (interior),COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,,3.9,387.86,48,C,R
110488-70-5,dimethomorph,pepper fruit,20.5,fruit,3.8,fungicide,morpholine,vegetables,crop (interior),COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,,3.9,387.86,48,C,R
83657-24-3,diniconazole,grape,23,fruit,5.42,fungicide,triazole,fruits,crop (interior),CC(C)(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O,,4.2,326.23,50.94,C,RR
83657-24-3,diniconazole,green bean,18.7,fruit,3.01,fungicide,triazole,vegetables,crop (interior),CC(C)(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O,,4.2,326.23,50.94,C,RR
83657-24-3,diniconazole,pear,22.4,fruit,5.3,fungicide,triazole,fruits,crop (interior),CC(C)(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O,,4.2,326.23,50.94,C,RR
83657-24-3,diniconazole,pear,22.4,fruit,11.3,fungicide,triazole,fruits,crop (interior),CC(C)(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O,,4.2,326.23,50.94,C,RR
83657-24-3,diniconazole,tomato,25,fruit,2.66,fungicide,triazole,vegetables,crop (interior),CC(C)(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O,,4.2,326.23,50.94,C,RR
39300-45-3,dinocap,cucumber,19.6,fruit,3.54,fungicide,dinitrophenol,vegetables,crop (interior),CCCCCCCC.CC=CC(=O)OC1=CC=CC=C1[N+](=O)[O-].N(=O)O,,-0.64,368.4,122,-,-
39300-45-3,dinocap,cucumber,19.6,fruit,7.79,fungicide,dinitrophenol,vegetables,crop (interior),CCCCCCCC.CC=CC(=O)OC1=CC=CC=C1[N+](=O)[O-].N(=O)O,,-0.64,368.4,122,-,-
